Timestamp,Value,Type
22:11:43.330,"9\r\n",received
22:11:43.330,"8\r\n",received
22:11:43.330,"9\r\n",received
22:11:43.330,"8\r\n",received
22:11:43.330,"9\r\n",received
22:11:43.330,"8\r\n",received
22:11:43.330,"8\r\n",received
22:11:43.330,"7\r\n",received
22:11:43.330,"7\r\n",received
22:11:43.330,"8\r\n",received
22:11:43.330,"7\r\n",received
22:11:43.330,"6\r\n",received
22:11:43.330,"6\r\n",received
22:11:43.330,"5\r\n",received
22:11:43.330,"4\r\n",received
22:11:43.330,"3\r\n",received
22:11:43.330,"3\r\n",received
22:11:43.330,"4\r\n",received
22:11:43.330,"2\r\n",received
22:11:43.330,"2\r\n",received
22:11:43.330,"2\r\n",received
22:11:43.330,"1\r\n",received
22:11:43.330,"1\r\n",received
22:11:43.330,"1\r\n",received
22:11:43.330,"1\r\n",received
22:11:43.330,"1\r\n",received
22:11:43.341,"-1\r\n",received
22:11:43.341,"0\r\n",received
22:11:43.341,"1\r\n",received
22:11:43.341,"0\r\n",received
22:11:43.341,"1\r\n",received
22:11:43.341,"1\r\n",received
22:11:43.341,"0\r\n",received
22:11:43.341,"2\r\n",received
22:11:43.341,"2\r\n",received
22:11:43.341,"2\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"4\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"2\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"4\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"5\r\n",received
22:11:43.341,"5\r\n",received
22:11:43.341,"5\r\n",received
22:11:43.341,"5\r\n",received
22:11:43.341,"5\r\n",received
22:11:43.341,"5\r\n",received
22:11:43.341,"4\r\n",received
22:11:43.341,"4\r\n",received
22:11:43.341,"4\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"2\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"2\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"3\r\n",received
22:11:43.341,"2\r\n",received
22:11:43.341,"1\r\n",received
22:11:43.341,"2\r\n",received
22:11:43.341,"2\r\n",received
22:11:43.341,"1\r\n",received
22:11:43.341,"1\r\n",received
22:11:43.341,"1\r\n",received
22:11:43.341,"1\r\n",received
22:11:43.341,"0\r\n",received
22:11:43.341,"0\r\n",received
22:11:43.341,"-1\r\n",received
22:11:43.341,"-1\r\n",received
22:11:43.341,"-1\r\n",received
22:11:43.341,"-1\r\n",received
22:11:43.341,"0\r\n",received
22:11:43.341,"-2\r\n",received
22:11:43.341,"-1\r\n",received
22:11:43.341,"0\r\n",received
22:11:43.341,"-1\r\n",received
22:11:43.341,"-1\r\n",received
22:11:43.341,"-2\r\n",received
22:11:43.357,"-2\r\n",received
22:11:43.357,"-2\r\n",received
22:11:43.357,"-2\r\n",received
22:11:43.357,"-2\r\n",received
22:11:43.357,"-2\r\n",received
22:11:43.357,"-2\r\n",received
22:11:43.357,"-3\r\n",received
